"text","true_label","predict_label"
"#舌尖上的中国#我家的年夜饭。终于回回碗了[嘻嘻]","积极","积极"
"如果周末有空，你也来玩一下吧？环保就从你开始[嘻嘻]","积极","积极"
"微博改变了很多的人的工作和生活方式!!![哈哈] //@解天雪:如果微博提前10年出现，我想人与人之间会比现在更加人性、温情！ //@王力群Alex: 微微地感动着你我 //@阿亮微波:八仙过海，各显神通。社会通过微博可以变得更和谐，而不会更偏激。","积极","积极"
"有这样漂亮的妹子，下次我也去赶摆！[哈哈]","积极","积极"
"动漫迷们快来吧[哈哈][给力]  @3737网页游戏 //@郑泽峰:转发微博","积极","积极"
"[哈哈] //@俞永福：太有才了! //@吕文生: //@宁财神：[哈哈] [哈哈] [哈哈]","积极","积极"
"热烈祝贺著名策展人候翰如策展的大型展览jai deux amours今晚在巴黎隆重开幕。本次展览包括已故著名旅法艺术家陈箴等的作品！[赞][耶][鼓掌]","积极","积极"
"路遇警察抓小偷，气势太勇猛！[鼓掌]","积极","积极"
"美哉美哉吧？哈哈//@球霸花和尚: [哈哈]在路上！目前已经进入藏区 ！！！//@胡爷-2013骑行京藏:西藏，离天最近的地方，我们就要来了！祈福的路，北京--西藏，7月11日上午9点半，我们北京鸟巢出发！@游局网-猫行迹 @2013我们一起去西藏吧 @球霸花和尚 @BinWANG @诗韵梦寻 @深海鱼的眼泪微博","积极","积极"
"[可爱]美味等着您来//@北京伯豪瑞廷酒店: 我在这里等着你们哟！ //@张泰麒: @catherineTQ @蒋夏枫也舍不得 @Canny露最近大爱khun 你们降落北京时，一定要享受伯豪瑞庭酒店。期待美食自助餐。[咖啡][礼物][玫瑰][蛋糕]","积极","积极"
"[嘻嘻]//@薛兆丰: 你记性真好。谴责工人加班的人，自己都在加班。脑子乱七八糟了，行动还是清楚的。 //@白丁公子:哈，您在《经济学究竟能帮多大的忙》一文中指出”人的思想可以有很大的差别，但他们的行动都是一样的。” //@薛兆丰: 学问越高的人，越爱说这一套；读书不慎，会读坏脑。","积极","积极"
"美~~~~~[爱你]","积极","积极"
"#疯枝婆娑女生节#好贴心的男童鞋，[嘻嘻]三亚各高校的女童鞋们，今天你的男童鞋为你们做了些什么？[围观]@琼州学院旅游管理学院团委 @三亚学院微博协会","积极","积极"
"我也＂骂＂一声！哈哈哈 //@卤煮鲍鱼:哈哈，不错。瞅姐注意，陕西说的蒜苗咱们这边儿叫?????????????青蒜[嘻嘻] //@我瞅瞅:马个大克！谢谢小猪。 //@委座儿: ?克，酸?水?~~","积极","积极"
"摄影师都是骗子[哈哈][哈哈][哈哈][哈哈] //@我是兔子:照片是骗人的 //@洋光摄客: @我是兔子 你的兔窝好有诗意。 //@羽子偕老:西塘，已等待千年[心]@西塘景区 @去西塘网","积极","积极"
"[鼓掌]“出发前一天”是亮点，希望明天要出发的@Ns伤小坠 今天也能收到啊！祝你们旅行愉快~可以旅途直播噢~[哈哈]","积极","积极"
"求扩散@ARRAIL老K @瑞尔齿科官方微博 @上海瑞尔齿科官方微博 [哈哈]","积极","积极"
"#小放一毒#[馋嘴]起初，“橡果味的二师兄”牛腩君怎么品都品不出其中奥义。[馋嘴]有一天，再次品尝的时候，一片“二师兄”瞬间激活了牛腩君的味蕾，那种咀嚼出来的幸福感和满满的香味…连咽下都显得那么不舍…[害羞]或许，这是味蕾和心境历练的升级…[可爱]囫囵难品其美，只有细细咀嚼，才知芬芳由来…","积极","积极"
"回复@李欣其实不想被小屁孩叫叔叔:回复@李欣其实不想被小屁孩叫叔叔:你是我目前知道的、唯一一个家里养了三代猫的正常人…[嘻嘻]这年头正常是新闻，请问：你家是如何能做到如此正常？[思考]","积极","积极"
"[鼓掌] GOOD","积极","积极"
"今天晚上最幸福的女人是看台上的小谢吧，看他喊着林丹！林丹！突然想，今晚上得有多少人想休夫啊！[哈哈]","积极","积极"
"说的在理！不过国产剧男主角也没那么丑啦[哈哈][哈哈][哈哈]","积极","积极"
"#美食攻略#【三里屯】京城吃货们的私家分享~玩味三里屯，最强美食攻略！！！~~~>>>http://t.cn/zOMvB6e 还在等什么？吃货们火速收藏吧！！！~~~[太开心]","积极","积极"
"这本子封面改造的如何？@侯鸿亮 [嘻嘻] 我在:http://t.cn/zlPZTJM","积极","积极"
"回复@焕焕嗳:[呵呵] //@焕焕嗳:[good]画的太棒了！ //@画家刘勇:回复@公子洛:[呵呵] //@公子洛:[鼓掌] //@画家刘勇:回复@公子洛:[呵呵] //@公子洛:[鼓掌]","积极","积极"
"#设计诗# 这本书真的很好玩[可爱][可爱]","积极","积极"
"网上看到一对联，据说看懂了的，全是淫才！[哈哈]女神出上联：“广东江西广东湖南江西”；?丝对下联：“广东山东广东湖南山东” 。@发哥发微 @再次举起手来 @魏有景 @华平 ","积极","积极"
" @蘑小菇even @Jacky的多肉植物 @艾米粒er [哈哈][哈哈][哈哈][哈哈][哈哈]","积极","积极"
"i miss u,i miss u,i miss u:)[爱你][爱你][爱你][爱你][爱你][爱你][爱你][爱你]","积极","积极"
"N年未见的大学同学们，我们又相见了，每个人仿佛又回到了那个火红的年代[哈哈][爱你]，一起乱打?到武汉和扬州，真畅快@花麦2009 @jessica丛玲 [嘻嘻][嘻嘻]","积极","积极"
"幸福得也太狠啦！！[鼓掌] //@金链花泰国餐厅:[鼓掌]有情人终成眷属，一定要狠狠的幸福下去~~~[心][心][心][心][心]","积极","积极"
"小王嘴真毒啊 //@张新民:[哈哈][哈哈] //@郑宇晖:太搞笑了！ //@朱俊的围脖: @郑宇晖 [偷笑] //@奈美猫咪: //@王思聪: 您不仅茶盲，还有点脑残。以后发微博前先百度一下吧。大红袍是半发酵茶，属乌龙；金骏眉那是全发酵茶，属红茶。还有你们拿这种杯喝茶。。。真是丢脸丢到家了。","积极","积极"
"继续推荐//@红酒课堂: 超正典的红酒特价喽~ 【27元的意大利巴贝拉干红，69元的智利红汽泡，49元的意大利干白】 //@Bonyzhong:清新爽脆，冰镇饮用，限量抢购，好酒值得推荐购买，我先抢三瓶送朋友，再留几瓶给自己，你也来吧[哈哈]","积极","积极"
"看iptv的＜人在?途＞，笑死我了[哈哈]","积极","积极"
"日盼夜盼，终于等到我的圣诞礼物啦[爱你]短期内收手，不买东西啦，求监督[可怜]@余久久 @parkDD @quanxizhe","积极","积极"
"女娃何尝不是[偷笑] ，爱人之间就是需要彼此温暖和呵护，共勉[鼓掌]//@八贝贝: 这句话与众姐妹共勉！@悦八 @VampireLynn @Chris-颖 @CynthiaCD_ @蛋卷儿爱抹茶 @G王大E @LD_845 @付强付强付强 @墨绿森林 @nashfamily @小朗0o0 @只爱红色的张晓彤 @走入时间","积极","积极"
"#减肥#的朋友们，来看图啦~~~~[嘻嘻]","积极","积极"
"[鼓掌]三亚维景国际度假酒店做为“价格守信商家”代表接受牌匾。感谢各界对酒店的支持！酒店承诺做好“不欺客宰客、不搞回扣经营”的诚信旅游企业，为广大游客提供价格诚信消费的场所，一起维护三亚“平安、放心”的旅游城市良好形象，推动三亚市旅游市场的持续繁荣与和谐发展。@港中旅酒店有限公司","积极","积极"
"魅力朝阳[哈哈]","积极","积极"
"[赞]一次深刻而值得回味旅行！//@不懂找我:省了不少钱吧[阴险]PS：太肤浅了，，，//@V微游云南:是的，沿途的辛苦是无法述说的 //@刘万祖:不是每个背包客都那么幸运！ //@不懂找我:此处应有掌声，后边跟上[鼓掌] //@V微游云南:弱弱的告诉各位，小编去西藏是从香格里拉徒步去的 //@刘万祖: ","积极","积极"
"修剪得真整齐[哈哈]","积极","积极"
"支持，只可惜我对着镜头就只会笑，转给有兴趣的朋友[嘻嘻]","积极","积极"
"哈哈哈，小柔同学的文字总是带给俺很多欢乐！//@王小柔:我现在吃着“拨纳纳”看着“挨剖”手机。[哈哈]","积极","积极"
"@oracyzj 我没电了~~~~~~~~~~~~~~~~[可怜]俩话唠啊~~~[太开心]","积极","积极"
"八月会更好。[哈哈]","积极","积极"
"回复@西山的枫叶:吃饭要适合自己，外交要适合别人[哈哈]","积极","积极"
"[嘻嘻]//@徐虹XGirl: 只要不搞破坏，想干嘛干嘛吧~[爱你]","积极","积极"
"我们年会Hold住姐来了，太激动了！！[哈哈]","积极","积极"
"[抱抱]朋友未到不再寂寞[给力]","积极","积极"
"求助@一个卤蛋儿 ，四季酒店的专家[太开心] //@爱美食的设计师_紫林轩主人:柳树叶也能吃，介绍下做法 //@嗜吃慧:腌的芹菜？","积极","积极"
"#和多多一起看神十发射#神十发射成功啦！在距离3公里的地方看发射，真的好激动啊！现在心里还砰砰跳呢[哈哈] http://t.cn/zHQ2gNn","积极","积极"
"哟，好机会呀，秀秀甜蜜还有奖[哈哈]//@李晓楼法国旅游发展署: 倒计时@时尚新娘COSMOBride @时尚新娘杂志刘啸天 //@法国旅游发展署:【倒计时10天！】#法国蜜月#情侣海选将于6月21日截止报名，随后进入评选阶段。尽情地展示你们的热情，告诉我们你有多爱TA，多爱法国！","积极","积极"
"酒后不要走路？[嘻嘻]","积极","积极"
"支持老婆，转起转起。优秀的小宝贝儿们，都来参选吧[哈哈] //@兔拉拉810:3-12岁滴小朋友，你们快来哇~[兔子][gst耐你]","积极","积极"
"阳光明媚的午后，好想来一杯！[抱抱][心]","积极","积极"
"#大鸭梨美食推荐#【酱香茄子】茄子切条，入口软烂，酱香浓郁，很下饭的一道菜哦~[可爱] http://t.cn/zjbDyGC","积极","积极"
"难怪李阳要去做安利了[嘻嘻]//@小妖的格格巫://@牛文文: 这是滴滴快的的节奏啊。。学凌这是让谁颤抖呢？","积极","积极"
"[爱你]你们都是我们的骄傲@兰姨lanerlove @Leslie靓靓 @鬼蜀日记","积极","积极"
"过奖了[害羞] Meadow fresh也是一家很棒的新西兰企业[太开心] 他们这几个广告都超有创意 [嘻嘻] http://t.cn/zTtyoJX //@石笑笑磊磊: @GungHoPizza 貌似看见了meadow fresh滴牛来了[good][good][good]","积极","积极"
"第三条GJ哈哈 //@阿呆民:哈哈哈哈哈第三条！//@一叶舟渡: 参考第3条[哈哈] //@哈里路亚918:不用那么复杂，只要看最后艾特了那几个人，比如薛、袁、李、任……那没错，这就是谣言 //@一叶舟渡: //@赵艳霞_大学之道: 分辨网络谣言","积极","积极"
"环秀晓筑的吉祥物孔雀，下午两点和下午五点的样子！[哈哈] 我在这里:http://t.cn/z82FjiC","积极","积极"
" @覃源eric 凤凰的姜糖喔 //@大元同学:嘿嘿，谁带的姜糖，勾起了我的童年......[嘻嘻]//@小芽女: 回复@鸾七:带辣白菜啊[好喜欢] //@鸾七:......早就买好了哈，不过我这儿就是些海产品啊[带感]","积极","积极"
"问题一：A HP Z800/Z820：问题二:最有意义的事是让我爱的人开心 [亲亲]@seagie @铃铛儿MM @ReneeJY","积极","积极"
" @行走的lulu 遇到你，很开心[爱你]","积极","积极"
"//@师永刚：//@许石林：这俩孩子漂亮得让人爱不释眼啊！//@深圳电台金玲：[哈哈] //@杜锋：两票","积极","积极"
"嘿嘿~~祝你有一个好心情工作，快乐享受生活~@金钱豹的梦梦 [挤眼]同时感谢给您创造惊喜的我们细致用心的小美女@Lily_俐 [鼓掌]","积极","积极"
"从《今天会晴朗》到《幸福有多远》，感谢三位栾哥和家人对我的创作一直以来的支持和鼓励~[可爱]@幸福的老栾 @峦树微博 @赵赫杰 @咏梅的微 //@栾述鸿-六艺乐队经纪: 美好的音乐。","积极","积极"
"得多喝两瓶啤酒[嘻嘻]","积极","积极"
"Lee Abbamonte，这位美国最年轻的行者，不仅从AYANA攫取灵感写作了博文“我为什么去巴厘无所事事？""，还在他的博客分享了许多照片哦！[爱你]http://t.cn/zl37Xup","积极","积极"
"[偷笑]跟你有半毛钱关系么[哈哈]","积极","积极"
"今天喜出望外，收到了来自@Fossil中国 的奖品，商务休闲包和钱包，我瞬间觉得变高富帅了，尽管钱包里没钱，但不是还有几张没有余额的银行卡么，反正没人知道我苦逼的身份。[哈哈]感谢@Fossil中国","积极","积极"
"[good] //@梁炜和Dickson:谢谢@曹明昌 教练团还有营运，人事，市场部的同事们给大伙做一件好事[鼓掌][鼓掌]","积极","积极"
"天坛，亮点在图片中间的一家三口的影子上[嘻嘻] All rights reserved @老头夜话 谢谢你和你太太那天的热情招待","积极","积极"
"[哈哈][哈哈][哈哈]Nice Family...Go go go思密达...","积极","积极"
"姐妹品牌 @MSSugar蜜斯蜜糖 送电影票啦~~ 蜜友们，走起~ 快去抢喽~ [嘻嘻][嘻嘻]","积极","积极"
"[鼓掌] //@ELLEshop官方微博:ELLEshop携手@王珞丹 与@JohnHardy 设计的Panda Bamboo慈善珠宝系列将收益全部捐赠给嘉人女性幸福基金，帮助少数民族的妇女们通过传统手工艺获得经济收入，改善生活。Panda Bamboo将延续“竹”系列的传统，产品上刻有“Bamboo 1”，即每卖出一件会种植竹子一棵","积极","积极"
"送我个啥?[嘻嘻]","积极","积极"
"咦~ ??是皇帝的新鞋?？ [哈哈] @HughXu","积极","积极"
"[抱抱] 有位官员实不走运！基本完结了仕途之路，于是同我们开始了“徒步运动”......，那一天并肩走在桦树林间，他轻松的与我！道：“我现在才感觉到恢复了自己的人性”......","积极","积极"
"//@小慢快跑吖:哈哈 真的是 连同学都不太能理解的职业 无力解释 到最后只说是打杂的了[偷笑] //@徐新华V:我是这么说的，在网站工作，具体做什么一两句话说不清楚。//@闪闪shanshan: 和老乔是同行[哈哈]","积极","积极"
"【转发】想跟着哈利波特一起飞吗？ //@发现苏格兰:P.S. Jacobite蒸汽火车（霍格沃茨特快）只在5月14日――10月26日运行，初夏的时光，不要辜负了这一路的风景哦[嘻嘻]   想订票的童鞋：http://t.cn/zOnnowo","积极","积极"
"什么礼物呀！看在美食的份上！啊哈哈[哈哈][哈哈]","积极","积极"
"新学期，新气象。开学第一天，7点20，我就奔新华书店给女儿买教辅书，遇到一位好心人！[鼓掌]是意味着我从此就开始走好运了，还是新学期更忙叨了呢？[思考]","积极","积极"
" @国奥赵妍 @grenada8848 @国奥吕晶 [嘻嘻][馋嘴][馋嘴][馋嘴]","积极","积极"
"必须要火[哈哈]","积极","积极"
"飞燕姐，第四张！[爱你]//@飞燕飞车: @水手在旅行","积极","积极"
"[嘻嘻] //@宁财神:[哈哈]//@孟非: 简直就是微型小说[哈哈]//@黛粉焉知墨:爸，真是你啊？对不起！[巨汗]//@Y头老爹:我是张――继――洪！！！！//@黛粉焉知墨: 我还是你妈呢！[右哼哼]//@Y头老爹:我是你爸！//@黛粉焉知墨: SB！我学不学习关你毛事？你以为你是谁？！ //@Y头老爹:别胡乱来！好好学习！","积极","积极"
"回复@纯手工刺锈:[汗]这话说的啊,让人欢喜让人忧啊[哈哈] //@纯手工刺锈:抓紧时间多吃吧，要不太瘦了，以后卖肉都卖不上好价钱！[可怜]","积极","积极"
"邀请robin呀@晋老西网左燕庆  //@陆茂华:回复 @李明顺 :[爱你][给力] // @李明顺 :up，晋商。// @戴桂生 : 不错的聚会@","积极","积极"
"#舌尖上的春节#年夜饭[嘻嘻]","积极","积极"
"#生日快乐#二月是好多朋友的出生月，有木有？[嘻嘻]@Henry师","积极","积极"
"晚餐看起来很健康呦，谢谢投稿！[鼓掌][鼓掌][鼓掌]","积极","积极"
"表白新招，喜欢的转走[嘻嘻]//@360旅游: 表白的话可以用：你和我的下任女友很像……[害羞]//@海阔和天空520: #晒被甩经历，赢千元安慰金#那一次，我不经意对她说了一句：你和我第三任女朋友很像，然后我就被光棍了………………@携程攻略社区","积极","积极"
"回复自由随行：[哈哈]||自由随行：照片拍的很漂亮||#蚂蜂窝游记#《北京-西安自驾游 西安城市游三天行程》，2人【喜欢】，更多精彩>>> http://t.cn/zTHYWTr (分享自 @蚂蜂窝旅游攻略)","积极","积极"
"[嘻嘻] //@敬一丹:转发微博","积极","积极"
"谢谢美董，期待合作做~[亲亲]//@东方明星传媒: 回复@心香一瓣-:也等您的佳作哦！[玫瑰] //@心香一瓣-:[哈哈]非常期待，今年第2部关于鬼村封门村的电影。第一部已于6月取得不错的票房，据说9月份还有一部要上映~ //@东方明星传媒:[ok][耶]","积极","积极"
"哇塞，太威武啦~果子们快来围观啦~[围观]《味觉大战》播出时间终于出炉咯，还有你熟悉的豆果达人参加哟，精彩内容不容错过哟~[鼓掌]","积极","积极"
"千万不要伤感哈，有空常来转转[爱你]","积极","积极"
"//@Blueonline:隔了不到一周又回北京了。明天淘宝航旅事业部老大中玉将携淘宝旅行和和阿里投资的十人团队分享淘宝旅行在移动互联网领域的一些感悟，现场美女主持@阚洪岩 [鼓掌]","积极","积极"
"#晒微博等级#我的微博等级已经11级啦[哈哈] 当前活跃天1361.5。完胜@林小能 @三国阿飞 @雷米26 ！你的微博等级是多少？一起晒晒看吧！http://t.cn/zOCD86P","积极","积极"
"必须滴！[鼓掌]","积极","积极"
"回复@凉夏Sunny:[鼓掌][鼓掌] //@凉夏Sunny: @小象爸 @小虎同学tiger @1Crane @1058小K @1058姗姗 @-磊磊 @衷声_Yeti @ZhangYang?? @云南张玫","积极","积极"
"你看这个[嘻嘻]@小船儿推开波浪alethea","积极","积极"
"[鼓掌] //@比利时瓦隆布鲁塞尔代表团: [鼓掌]//@法国驻华使馆: T.r.a.n.s.i.t.s.c.a.p.e舞蹈团诞生于2003年，起因是建筑装置艺术家 Pierre Larauza与舞蹈编舞家Emmanuelle Vincent 的相遇，他们希望能够将各自的领域通过视觉艺术","积极","积极"
"一早迷迷糊糊滴被按错门铃儿滴哥们吵醒～半睡眠状态? @沁蓝LY 妞儿做了一顿早餐～这妞儿为了哄我开心滴眼药水装感动～被我发现～[酷]～天呀！趁着我发微博的时候菜都不见啦～交友不慎[哈哈] @摄影师陈小强 @心灵创可贴之2012影像 @北京贵州大厦 @无须豆蔻 @乐乐的石头712 @石头de石头记V","积极","积极"
"真心好看，背景和人物?置的?突?照片?得好有?光感//@纪焕博Rock: 哈哈哈，很文艺[嘻嘻]","积极","积极"
"半夜笑清醒了~~[哈哈] //@方小讠:[哈哈][哈哈][哈哈][哈哈][哈哈][哈哈][哈哈][哈哈][哈哈]","积极","积极"
"[鼓掌][鼓掌] //@达三茶客:这不是腾冲南门外私塾童趣的场景吗？@腾冲南门外southerngate @梦在南门外 @想在南门外 @自在南门外 @爱在南门外 @TCZ2012 @世界腾冲___天下和顺 @刘家龙_腾冲 @腾冲北京同乡会 @腾冲湿地刘敏 @腾冲天高云淡 @腾冲一品堂 @腾冲驼峰机场","积极","积极"
"好书法！[鼓掌] //@清滢滢: @北京大小事 @北京老样子 @老头夜话 各位好友。赵老师大观园个展哦。转起来[给力][给力]","积极","积极"
"今天继续听讲座，看看俺今天这传统位置[偷笑] 够遥远不[偷笑]爱吃吃，爱聊聊，爱睡睡，想咋地咋地[哈哈] @主播李苏宁","积极","积极"
"活动室里还可以看电影[哈哈]","积极","积极"
"不远不远北京怀柔我的微博里有更详细的攻略[嘻嘻] //@伊921:这地方不错??可是在哪儿？怎么去啊?？？？@故园旧梦在路上 这地儿风景不错，可以去拍拍???","积极","积极"
"周末我的时光离不开卡布奇诺[嘻嘻]","积极","积极"
"[嘻嘻][嘻嘻] //@Cafe-玄磊:糖哥你别这样说啦[做鬼脸] //@糖哥-咖啡大佬老冯:[嘻嘻][嘻嘻]，有潜质的  //@Cafe-玄磊:其实那天也有点小紧张啦[偷笑]","积极","积极"
"【历史上的今天】科学家认为1954年的这一天是历史上最无聊的一天。没有任何大事件发生，也没有大人物死亡。#科学家都是重口味# Via Wikipeida [哈哈] @冷笑话精选","积极","积极"
" //@爱在路上奔: //@子曰逝者如斯夫: 特色党内的反毛~反毛共大官就是其幕后保护伞 //@集团华佗轩山力: //@东-回归线:[熊猫] //@郭松民: 所以官方不会高兴，他们会像蒸汽机一样嘶吼并冒出浓烟，~~~[哈哈] //@张东方微博: 我看写的很棒，特别对官方纵容历史虚","积极","积极"
"杜老师这笑容有点[挖鼻屎][嘻嘻]","积极","积极"
"我侧着脖子看的[嘻嘻]","积极","积极"
"好像很厉害哈！//@边疆边吃边说:[围观]//@王旭峰营养师: 买个桔子试试[嘻嘻]","积极","积极"
"[呵呵] //@Fakuman:晚报上为拍照毁花的报道看到了。[good] //@黄玺赫:好吧，你自告奋勇，就是你了。[哈哈] //@才子1018:你这样顽皮，你儿子知道不？[得意地笑] //@黄玺赫: 啥时候让我们体验一下？我给我的小伙伴抹点口红。[哈哈]","积极","积极"
"[哈哈][哈哈][哈哈][酷][酷][酷][奥特曼][太阳][太阳] //@雷君君TVS:我先在船头帮你们捞着，顺便也帮你们吃了，你们负责帮我减肥[哈哈][哈哈]","积极","积极"
"时光飞逝，结婚这都一年了[悲伤]纪念日媳妇儿从早上7点忙活到晚上弄了这一大桌子菜，道道可圈可点，大厨辛了个苦[泪]@魔王1987 爱老虎油[爱你]","积极","消极"
"[可爱]//@liu伟翔: 肯定好吃[赞] //@澈儿Louis:我最爱腊味儿[馋嘴]//@奥瑞安茜: 又是腊肉又是腊排骨的，莫非丽江的亲很爱吃腊的？会不会很咸啊//@丽江食破天江湖菜馆:转发微博","积极","积极"
" //@木鱼陈: [哈哈]//@五角海绵:*商大的果断转 //@五角海绵:这个有点意思","积极","积极"
"知道时间咋来的不？熬上粥，包包子。带孩子干活儿两不误，还能当人肉围裙[鼓掌]。农村劳动妇女一辈子都是这么过来的[耶]","积极","积极"
"#美女带你游山东#你体验过船游济南风情嘛？护城河上，波光粼粼，两岸风景怡人！我们将从趵突泉乘船经泉城广场、黑虎泉最后到达大明湖，全程水路近四十分钟。[爱你]@趵突泉 @上海大众斯柯达-华中区 @山东世达汽车有限公司 @山东胜锐斯柯达旗舰店 @统一饮养四季@FM1031济南交通广播 ","积极","积极"
"对现代战争没有借鉴意义！ //@无限风光在险峰:85分钟一口气看完[鼓掌]三点感受：1、部队是靠胃行驶；2、杜鲁门如果接受麦克阿瑟将军的意见，恐怕形势就不会像今天这样；3、范弗利将军“耗铁不耗人”的打法与对手正好相反。","积极","积极"
"连续几天听到别人说自己瘦了！心情自然是相当的好[抱抱] ~but 又觉得自己暑假在家狂补了2月 结果在法国呆了不到2周 就给消耗殆尽了！o(?□?)o 伤不起啊伤不起~讨厌法餐xilo 想念家乡的美食 想吃月饼[月饼]","积极","积极"
"太老[威武]科学教又如何[哈哈]","积极","积极"
"每个乐队都有一位灵魂鼓手！！！[哈哈]","积极","积极"
"因为有你，夏天的标志“西瓜”，所以我们不孤单。[哈哈]//@湖南省西瓜甜瓜研究所团支部: [哈哈]喜欢！","积极","积极"
"[鼓掌][鼓掌][鼓掌]欢迎光临束河店，祝您在束河度过美好的时光！","积极","积极"
"回复@x甘飞x:对，而且年年大丰收！ //@俺叫老鬼:回复@x甘飞x:那必须滴！[心] //@x甘飞x:鬼爷心系民心啊[心] //@俺叫老鬼:对农民有利老鬼就赞一个！[赞啊] //@x甘飞x: 好事情[鼓掌][鼓掌][鼓掌]@志愿者曹永祺 @俺叫老鬼 @新疆雷将 @声声入耳761 //@俺叫老鬼:对农民有利老鬼就赞一个！[赞啊]","积极","积极"
"嗯，好想法！//@迎风也三尺:明天我去溜达溜达[哈哈]//@声声入耳761: 哈密早市上也有卖的[哈哈][耶]//@向上的力量2014:以前街上多 //@迎风也三尺:现在很少见到[馋嘴]//@向上的力量2014: 这么早？","积极","积极"
"好久没见老姐了！心情真好！[可爱] //@三样菜:大家都要好好滴哟~[可怜]","积极","积极"
"朋友打印机连不上，IT部门一十业人士折腾了一小时，说无法找到驱动，我用五分钟解决了问题，这说明专业不等于专长。朋友笔记本电脑无线网连不上，我与该专业人士折腾三次，数小时解决不了，朋友任嘛不懂，误碰一快捷方式顺利连网，这说明一切都没啥了不起。[哈哈][哈哈]","积极","积极"
"鸭梨，烤鸭，一个都不能少~~[嘻嘻]","积极","积极"
"英国＂伊诗泰莱＂品牌的芳香精油中专为中国人体质调配的＂东方分析＂复方调和精油，是香香最乐意向大家推荐的，按照金木水火土的五行排列严格以肝、肺、胃、心肾循环和荷尔蒙分泌五种体质的不同来使用，尽现芳香疗法的美妙和显著效果。这个疗程和产品是第一次有优惠，大家一定要试试！[鼓掌]","积极","积极"
"看到米粒了[哈哈]开化走一个@黑米粒 @荆紫@李忠海","积极","积极"
"//@jiangxin: 恭喜恭喜，终于可以名正言顺的搞了。//@孩子她爹J: 师爷，你给翻译翻译，这什么意思？//@赵与: [威武]//@刘子正: 不容易啊，终于拿下了[威武] //@苗颖:[鼓掌] //@彦凌:[威武] //@小浪:[威武]//@来去之间: @bian //@新浪财经:业务范围包括：互联网支付、移动电话支付。","积极","积极"
"嘿嘿！感觉我们在不同的时间、相同的空间相遇了！好神奇！同年同月同日生到底是一种多奇妙的缘分？！[爱你]@micky晶晶   #拼图#","积极","积极"
"Were full house on Mar.22nd, thats so cool![鼓掌]Thanks for all your support![给力]","积极","积极"
"我特别奇怪，每次准备回父母家，大师就说，注意家庭矛盾。要不要这么准啊[哈哈] //@疾驰而过的风景:牛宜谈合作!大周日的……","积极","积极"
"“所有团队的程序模块都要以通过Service Interface 方式将其数据与功能开放出来”，我真的震惊了！太[威武]//@ben49wang: 这篇出现在G+的文章一个多月前就流传很广了吧。[哈哈] 平台服务化在中国还是没有人能够彻底实践。 //@ShopEx李钟伟:开放平台和ecos 的弟兄们请仔细多读读，尤其是第2和3段","积极","积极"
"准备好啦！@Luna熊猫爱旅行 @mia327 @吹吹吹喇叭 //@携程客服:准备好了吗！！！[嘻嘻]转发关注即有机会赢取价值438元的上卧炫彩浪漫四件套一套。携程会员也可使用积分进行兑换哦http://t.cn/zYQmFbj","积极","积极"
"回复@李峥嵘:为了纪念永远的崇文。去吃他娘的！[哈哈] //@李峥嵘:太同意了！ //@京城文人:回复@李峥嵘:作为行政区划的崇文没有了。但崇文在！ //@李峥嵘:回复@京城文人:欧，离我小时候生活的地方好近，一定要去吃 //@京城文人:呼伦贝尔，大草原~~","积极","积极"
"好美的猴儿[花心]，谢谢大志，一如既往的靠谱！[爱你]//@爱在21世纪in: #尚雯婕#: #邂逅丽江天雨音乐节#","积极","积极"
"[哈哈]@童?标 @羊羊羊的洋","积极","积极"
"我要入教[抓狂][鼓掌]","积极","消极"
"安小小满月啦！祝福漂亮的帅哥健康快乐的成长哦~[爱你]","积极","积极"
"满心满眼全是幸福～女儿就是柔软滴甜蜜～[心] //@夜千night:@?氏?? 爸爸妈妈@??兔拉拉 [爱你]","积极","积极"
"特别是《宗教与市场经济》以及《十字架与变革》的理论论述令人耳目一新。 //@蔡鸿岩:有见地的学者[good]  //@陈友余: 赵博士演讲很精彩，受益匪浅。[鼓掌]","积极","积极"
"无好社区、忠诚度不高？不见得。到是这社会化时代的社区如何营造，是要放到案板上剁剁的 [哈哈] //@李嘉庚:……//@钟伟荣_Tiw:有点营销意识，但与fff相比，缺乏营销智慧。社会化时代，360没有很好地动用爱好者的众包力量。 这反映了两个问题:1、360没有营建好一个爱好者的社区 2、360用户忠诚度还不高","积极","积极"
"//@冷笑话精选: 路上还有偶来陪着你[抱抱]","积极","积极"
"以下这6点，哪些是你去韩国会做的事？ [嘻嘻] （完整韩国攻略>>http://t.cn/zHarsKY）","积极","积极"
"【独家|#春晚#意最想不到明星→#李敏镐# #张亮# #天天#】看到这消息，惊讶根本停不下来...这是真的吗？[偷笑]据小狐目前得到的情报→此事真真不假，若沟通顺利，#李敏镐上春晚#...#张亮上春晚#...这就是#大长腿陪你过年#的节奏！李敏镐也将成为首位登央视春晚的韩剧明星[鼓掌]...http://t.cn/8FyZwdm","积极","积极"
"[亲亲]今天过节 对自己要特别好哈！[抱抱] //@?人?事?物?笑话:哈哈。 //@青年餐厅:从现在开始，宠爱自己！ 伴随着浓情的美味 品味爱的美丽心情 从现在开始，好好爱自己！ L love me！","积极","积极"
